TitleId,Reviews
46,distinctly remember feeling cooler than everyone for unlocking drybones when i was a kid
46,"i cant affirmate anything cuz could not have the opportunity to play the multiplayer, looks well made but i did not have the whole expierence, i may change the score in the future..."
47,freya te vejo como figura materna
47,i ruv !
47,One of the greatest games i have ever played.
47,Whenever I think about this game epic Norse music plays in my head
47,God Of War is a game that understands its audience. Kratos is now as tired and old as all of us who played the original games back on the PS2.
47,"One of the best games of the Ps4 generation, that game changes the style of GOW saga, and It hits in the middle of the target...It's a master piece. The story s deep, imersive, and the world of that GOW's so Vivid and Beautiful. I'm not sure If the New gameplays an upgrade, but It's enjoyable.\n                     \n                     9,6"
48,pretty fucking stellar
48,good one
48,mi nombre es john marston
48,Aye this is the one.
48,"And... oh, I got to tell you, it was perfect. Perfect. Everything, down to the last minute details."
48,My parents were oddly strict about me getting GTAIV so while I was waiting for my first proper GTA experience I managed to wrangle them into line just in time for Red Dead's release.
49,Anyone who actually enjoys this game needs shock therapy.
49,"oh man, nostalgia !"
49,Why Shephard why?
49,the best COD. People can try to tell you otherwise and there may be some objectively better made games since but the era surrounding this game when it came out was unmatched.
49,"Missed the multiplayer wave for this, so campaign is meh. Has 0 nostalgia value for me. One of the worse CoDs."
49,certified hood classic
